instance_id predicted_score
2475218615076601065 0.005843061953783035
398316874173557226 0.01420693751424551
6586402638209028583 0.024745464324951172
1040996105851528465 0.020112572237849236
6316278569655873454 0.01585591584444046
868158305045921978 0.017485424876213074
5713520501786699854 0.0159112811088562
932945015407923184 0.006374337710440159
1919197847086752313 0.014705568552017212
304887065966615346 0.01349128782749176
3282556850371665 0.010998237878084183
8829646398295427742 0.017707379534840584
3177704368658581090 0.010249811224639416
331811904131229654 0.023723838850855827
1529584165704680903 0.015547383576631546
410957802501821801 0.02171509899199009
7858701120525579871 0.01704876869916916
1007593432911733192 0.027680201455950737
6933421324008829721 0.020095085725188255
949601458836318592 0.021699193865060806
1204371563787795352 0.01677277684211731
6697124581068234934 0.0067230938002467155
7458626674337135052 0.02192763239145279
6451011837344535814 0.007783816661685705
4970342844069330588 0.008171619847416878
1311037283502827477 0.0032013815362006426
5367830782177104937 0.0075371721759438515
130085071580390177 0.006044550333172083
5277248246761080968 0.006768269930034876
8248237544078109435 0.008483526296913624
8160495387552112248 0.004894354846328497
4990633888389156703 0.007089812308549881
5367915129338412746 0.005710989702492952
7166315717760973347 0.007454139180481434
3922408194130789536 0.0039328341372311115
3198031054131887410 0.003898374270647764
8381639851093431264 0.010605070739984512
4196377277000518389 0.027698976919054985
7216665137006358861 0.0081167696043849
7657988882068327631 0.006986141204833984
6580538684502645403 0.010178589262068272
8285962653536984730 0.010579423978924751
667595007626814688 0.0060692098923027515
794637447406319981 0.012360216118395329
1667489879796904413 0.02355942130088806
7581478598841084967 0.0051154205575585365
272473116112748683 0.005155576393008232
7616847274036607679 0.006233474239706993
3090692985891227788 0.015850849449634552
1497475395995941288 0.007580572739243507
441294948945551728 0.00740435253828764
3856621171799337440 0.006173472385853529
7233013970386906908 0.00788197387009859
7782462939020585759 0.007153662852942944
7819341218876328892 0.010749934241175652
8768374492722589767 0.0042881472036242485
7699672123093034935 0.005584504455327988
3105846136880438244 0.005467827431857586
6362992075498435257 0.004330630414187908
4633007087835435834 0.009388314560055733
3278116017102114132 0.004540591035038233
5363866899442970684 0.0038649311754852533
4763880063818181026 0.0110583221539855
6499417853689436305 0.006661796011030674
8825197220275291270 0.006779575254768133
1702555588196061071 0.007962875999510288
6579068549138521196 0.006510407198220491
6993939747206748437 0.010424136184155941
6426886544329476252 0.006878185551613569
7860426862982048754 0.006953307427465916
2527297114841298382 0.0077917310409247875
7933313760459159869 0.0054189241491258144
75469955133175158 0.003660343587398529
7906499375892573021 0.003610108280554414
297206904225842053 0.004894354846328497
1277202590313089835 0.007689106278121471
1897838256899211077 0.0046500577591359615
6554880088483459971 0.006773557513952255
6235346144393008382 0.005069609731435776
4934006048075874133 0.0033856811933219433
3434477093176970312 0.005283987149596214
872629453371620942 0.0071175359189510345
6562540679725413333 0.0038353190757334232
2549347096994045410 0.00402740016579628
4114531809002228993 0.009171160869300365
6947254775144460887 0.009351029992103577
4193769699798080591 0.010735228657722473
4299012801018800018 0.005715060979127884
4659062641181513784 0.005942913703620434
5574367751937642699 0.011367087252438068
6074037798572199156 0.010063668712973595
8024877078089305183 0.008152550086379051
3576745609723701102 0.010402524843811989
4387536418119078860 0.0035417291801422834
59596392243977340 0.005905017256736755
2091354043474870892 0.006400451064109802
3966382312694618857 0.010856003500521183
7472760435899602494 0.006054847035557032
