instance_id predicted_score
2475218615076601065 0.00599808
398316874173557226 0.019841499999999998
6586402638209028583 0.0208322
1040996105851528465 0.0178974
6316278569655873454 0.013075999999999999
868158305045921978 0.0146966
5713520501786699854 0.052724599999999996
932945015407923184 0.0145851
1919197847086752313 0.011614399999999999
304887065966615346 0.012286
3282556850371665 0.010049200000000001
8829646398295427742 0.0166099
3177704368658581090 0.00853162
331811904131229654 0.025945199999999998
1529584165704680903 0.0144344
410957802501821801 0.0288856
7858701120525579871 0.030607699999999998
1007593432911733192 0.028371299999999995
6933421324008829721 0.025291900000000003
949601458836318592 0.022565099999999998
1204371563787795352 0.0292388
6697124581068234934 0.00425889
7458626674337135052 0.0207513
6451011837344535814 0.00759366
4970342844069330588 0.00487446
1311037283502827477 0.00386085
5367830782177104937 0.00618926
130085071580390177 0.00728723
5277248246761080968 0.00807502
8248237544078109435 0.00595343
8160495387552112248 0.00332048
4990633888389156703 0.0069096999999999995
5367915129338412746 0.00511588
7166315717760973347 0.00431508
3922408194130789536 0.00246332
3198031054131887410 0.00591255
8381639851093431264 0.0084417
4196377277000518389 0.023823900000000002
7216665137006358861 0.00653677
7657988882068327631 0.00415648
6580538684502645403 0.00746071
8285962653536984730 0.00578556
667595007626814688 0.00493185
794637447406319981 0.00812798
1667489879796904413 0.014955600000000001
7581478598841084967 0.003937899999999999
272473116112748683 0.00525779
7616847274036607679 0.0074788
3090692985891227788 0.0249264
1497475395995941288 0.00464465
441294948945551728 0.00483685
3856621171799337440 0.00699226
7233013970386906908 0.00483125
7782462939020585759 0.00530739
7819341218876328892 0.00738407
8768374492722589767 0.00340598
7699672123093034935 0.00438003
3105846136880438244 0.00436844
6362992075498435257 0.00333155
4633007087835435834 0.00751405
3278116017102114132 0.00368792
5363866899442970684 0.00288197
4763880063818181026 0.00787409
6499417853689436305 0.0049019
8825197220275291270 0.00626683
1702555588196061071 0.00731964
6579068549138521196 0.011624200000000001
6993939747206748437 0.00827966
6426886544329476252 0.00444944
7860426862982048754 0.0054606
2527297114841298382 0.00505592
7933313760459159869 0.00441348
75469955133175158 0.0032928000000000002
7906499375892573021 0.00476943
297206904225842053 0.00361882
1277202590313089835 0.00705194
1897838256899211077 0.00788917
6554880088483459971 0.00401693
6235346144393008382 0.00539431
4934006048075874133 0.00223563
3434477093176970312 0.00323365
872629453371620942 0.00528133
6562540679725413333 0.00279252
2549347096994045410 0.00315784
4114531809002228993 0.011335
6947254775144460887 0.00575492
4193769699798080591 0.0113294
4299012801018800018 0.00474074
4659062641181513784 0.00558603
5574367751937642699 0.00765653
6074037798572199156 0.00662282
8024877078089305183 0.00829053
3576745609723701102 0.00899128
4387536418119078860 0.00406263
59596392243977340 0.00550077
2091354043474870892 0.00586067
3966382312694618857 0.00810933
7472760435899602494 0.00461221
3198557291404155567 0.00486788
1340012448531949213 0.00361469
8830478013318984291 0.00533179
4750788892877807074 0.00505417
4489273316708706518 0.00603443
8244650590101261901 0.00737768
4858740570621533413 0.00516613
6574836078618592522 0.00489592
8043823938478133928 0.00576463
5560933328574734864 0.00532856
3709060275784363998 0.00480845
6202485565760628927 0.00298162
3941947698604231411 0.00361304
1980180280733366382 0.007330199999999999
7710765171626200752 0.00825208
5824318658173462176 0.00488125
5243054028010204447 0.00539349
1143993040051443911 0.00557169
2037772651107598845 0.00652168
7470734154246698497 0.00295883
2523181996580848656 0.0047143
8452022941451037435 0.00523593
927504634826570733 0.00370832
2597805510581801545 0.00242924
2499080841153987519 0.00638242
163807825264653896 0.00402511
2502678713837987982 0.00643397
1526151713017037622 0.00703869
1768216870621739659 0.00535535
817331509321550604 0.00862614
6686667053967253376 0.00950476
5299583121790369228 0.00624436
5585024284234417351 0.0148865
1604976632639851313 0.00597728
1041212349975192991 0.00263244
802918703517012152 0.00591951
6909182353626620470 0.00868884
1874783208062455148 0.00566992
590370581953806675 0.00405128
4357489829777680958 0.00535731
252205590979964157 0.00498658
3855377415648680657 0.00323158
9108564362830696742 0.0081104
5559112022764482380 0.0062338
1632910180343132894 0.00441247
6793829579549371789 0.00648399
1118128856472657337 0.00663595
2892060938155506223 0.00797028
8614041918260246627 0.00754376
6465962103228301432 0.00345506
7162492013828731916 0.00380264
3597080532065967562 0.00316633
150665717183815588 0.0034781999999999994
978380972294888193 0.00568994
1628582540909746198 0.00580256
4855790075544650290 0.00564646
5824427867272718879 0.00965989
6637749344029336154 0.00349782
5638585955963471374 0.00520801
689702222580461167 0.00617244
3222299540246685987 0.00611888
497750118749498574 0.00720861
4361351848384171826 0.00218842
7095196713120733301 0.0059172
9070603282890863831 0.00483018
7570581289817443520 0.00657077
5934094750253721488 0.00325395
4080549666881243161 0.00340951
7937668249803376288 0.019122099999999996
4637321447308132034 0.00265422
1051706390360657392 0.00734544
4046686032838439408 0.00525435
6426031625233383026 0.0111246
1144757588802408786 0.00733097
752871749676732302 0.00548272
707195829135838640 0.00462234
6638058534747252341 0.00501818
1591541525439583589 0.00789969
1660171724814619586 0.00434872
7380895196770915260 0.0072556
5765180010537240279 0.00441812
7068436688681612577 0.00370263
